ID,bookTitle,bookAuthor,bookISBN,countryOfOrigin,language,publishedDate,publisher,pages,price($$),ratings,reviews
543,The Good Soldier,Tennessee Williams,711-14-26744-78-1,Tunisia,Japanese,"Thursday, December 11, 4459",ExxonMobil,488,57.59,2.59,Adventure
544,Hamlet,Carolyn Brown,622-16-58277-87-3,Malaysia,Yue,"Wednesday, December 2, 3142",21st Century Fox,330,76.87,2.69,Thriller
545,The Sound and the Fury,Doris Lessing,475-41-71125-24-4,Madagascar,Ukrainian,"Thursday, August 21, 7862",Comodo,459,35.61,2.73,Thriller
546,The Good Soldier,Mary Shelley,384-87-66814-55-5,Belgium,Sindhi,"Sunday, April 6, 0808",Boeing,216,17.48,1.33,Thriller
547,The Handmaid's Tale,Agatha Christie,226-31-16313-67-7,Jordan,Greek,"Thursday, November 3, 4304",Carrefour,253,57.31,4.07,Thriller
548,To Kill a Mockingbird,Mark Twain,325-00-46861-33-7,Finland,Persian,"Monday, April 21, 6284",UPC,367,14.34,2.38,Comedy
549,The Great Gatsby,J. R. R. Tolkien,873-43-38776-73-7,Philippines,Turkish,"Saturday, May 16, 6415",UPC,406,71.89,1.75,Biography
550,The Sound and the Fury,Ernest Hemingway,815-53-08877-04-7,Palau,Hindi,"Friday, September 24, 3351",Boeing,318,72.91,2.30,Action
551,The Old Man and the Sea,Jane Austen,816-05-48601-86-6,Zambia,Japanese,"Saturday, July 30, 6568",AECOM,510,59.15,1.69,Fantasy
552,The Grapes of Wrath,Agatha Christie,122-78-60618-82-1,Central African Republic,Chittagonian,"Friday, January 31, 8572",Telekom,535,33.39,3.92,Action
553,To the Lighthouse,Mark Twain,843-54-64781-78-5,Seychelles,English,"Saturday, July 18, 9987",Zepter,290,36.59,4.84,History
554,Les Misérables,Horatio Alger,768-32-66552-64-6,Haiti,Persian,"Tuesday, July 12, 4489",Boeing,472,45.74,3.22,Drama
555,Hamlet,J. R. R. Tolkien,846-13-48113-68-3,Kiribati,Arabic,"Friday, April 5, 4982",BuzzFeed,316,22.77,3.33,Comedy
556,Anna Karenina,J. K. Rowling,831-46-05055-11-4,Poland,Romanian,"Thursday, June 19, 6459",BuzzFeed,172,31.99,2.70,Romance
557,Les Misérables,Guillaume Musso,607-72-42721-22-2,Angola,Serbo-Croatian,"Tuesday, January 27, 0043",Telekom,528,21.20,1.98,Biography
558,Madame Bovary,Nathaniel Hawthorne,377-46-72462-70-4,Tuvalu,Fula,"Wednesday, July 5, 2902",Facebook,304,98.63,4.80,Drama
559,Gulliver's Travels,Tennessee Williams,757-08-44326-53-0,Liechtenstein,Bengali,"Friday, November 4, 4157",AECOM,456,91.36,4.68,Thriller
560,Vanity Fair,Ernest Hemingway,106-08-55037-08-8,Kuwait,Uyghur,"Thursday, May 16, 1557",Areon Impex,447,29.82,2.47,Sci-Fi
561,Gulliver's Travels,Franz Kafka,202-10-02285-43-6,Azerbaijan,Punjabi,"Thursday, May 10, 1934",Mars,546,28.22,2.10,Sci-Fi
562,David Copperfield,Franz Kafka,124-46-57347-77-6,Belgium,Yoruba,"Friday, September 7, 9657",UPC,260,66.21,1.82,Romance
563,Hamlet,William Shakespeare,770-53-21600-50-3,Philippines,Swedish,"Sunday, July 22, 3866",Erickson,188,32.73,4.22,Romance
564,The Flowers of Evil,Leo Tolstoy,025-45-64571-34-4,Slovakia,Serbo-Croatian,"Friday, December 10, 7041",Demaco,545,83.83,1.22,Drama
565,The Grapes of Wrath,Dr. Seuss,123-14-56630-35-1,Venezuela,Greek,"Sunday, March 4, 2012",Telekom,304,12.02,1.09,Romance
566,The Metamorphosis,Herman Melville,452-86-74462-88-6,Azerbaijan,Somali,"Tuesday, November 4, 6786",Amazon.com,258,66.71,3.89,History
567,The Magic Mountain,John Steinbeck,230-28-41664-82-4,Guatemala,Malaysian,"Sunday, June 26, 0996",Danone,441,40.36,3.78,Drama
568,Pride and Prejudice,Jules Verne,850-35-31315-81-8,South Africa,French,"Thursday, December 14, 1905",Carrefour,242,65.26,4.45,Romance
569,To the Lighthouse,Franz Kafka,044-24-37144-61-8,The Gambia,Uyghur,"Sunday, May 4, 8132",Carrefour,325,25.05,3.34,Horror
570,David Copperfield,Jane Austen,208-48-13505-65-6,Mozambique,Swedish,"Saturday, December 22, 0192",Danone,429,50.93,3.00,History
571,The Good Soldier,Guillaume Musso,378-55-57352-17-5,Jamaica,Italian,"Tuesday, January 2, 3821",Demaco,361,12.36,1.84,Action
572,War and Peace,Jules Verne,113-55-51261-01-0,Nigeria,Urdu,"Saturday, September 23, 0552",Erickson,468,59.70,4.00,Adventure
573,Wuthering Heights,F. Scott Fitzgerald,476-08-82474-20-1,Marshall Islands,Turkish,"Thursday, August 8, 8802",Vodafone,431,37.01,3.10,Biography
574,Alice Adventures in Wonderland,Harper Lee,485-51-76738-20-8,Latvia,German,"Wednesday, July 3, 5613",Erickson,521,83.06,4.44,Crime
575,The Flowers of Evil,Walt Whitman,718-57-68885-82-5,Niger,English,"Friday, March 4, 5155",Mars,207,50.56,3.09,Musical
576,David Copperfield,Henry James,771-00-50285-21-8,Benin,Turkish,"Wednesday, January 2, 3715",Carrefour,303,58.87,4.85,Adventure
577,Game of Thrones,Ralph Waldo Emerson,525-80-20047-20-6,Nigeria,Sundanese,"Saturday, March 8, 3704",DynCorp,481,26.26,1.17,Animation
578,Les Misérables,Doris Lessing,812-04-65602-15-2,Luxembourg,Vietnamese,"Saturday, June 8, 6593",Carrefour,567,55.68,4.20,Biography
579,The Good Soldier,F. Scott Fitzgerald,837-38-61252-50-5,Côte d’Ivoire,Somali,"Thursday, October 8, 9835",Team Guard SRL,296,63.61,3.25,Family
580,Les Misérables,Cormac McCarthy,447-20-16536-54-3,Luxembourg,Thai,"Wednesday, October 20, 2917",Team Guard SRL,231,73.90,1.73,History
581,Game of Thrones,Ernest Hemingway,611-63-66142-83-0,Bolivia,Hakka,"Tuesday, February 15, 1431",Zepter,376,39.58,4.78,Romance
582,Emma,Guillaume Musso,474-61-38247-16-7,Qatar,Yue,"Sunday, August 20, 6862",UPC,234,77.44,3.64,History
583,Tess of the d'Urbervilles,F. Scott Fitzgerald,528-23-85672-26-6,Angola,Greek,"Saturday, September 9, 6828",Leadertech Consulting,375,90.55,3.06,Musical
584,The Lord of The Rings,C.S. Lewis,370-64-45287-28-3,Iceland,Czech,"Saturday, September 24, 1549",Boeing,236,77.77,3.47,Biography
585,The Red and the Black,Bella Forrest,621-52-72014-22-6,Romania,Portuguese,"Wednesday, July 27, 0433",Comcast,185,45.92,3.10,Musical
586,War and Peace,Dr. Seuss,042-15-75566-65-7,Estonia,Punjabi,"Thursday, April 30, 2759",BuzzFeed,564,75.90,3.11,Comedy
587,Oedipus,Doris Lessing,344-31-68620-68-6,Bosnia and Herzegovina,Somali,"Friday, December 29, 0428",Vodafone,326,67.60,3.72,Thriller
588,War and Peace,Doris Lessing,470-01-22112-41-7,Benin,Russian,"Monday, April 16, 0255",BuzzFeed,318,86.21,3.96,Comedy
589,Gulliver's Travels,J. R. R. Tolkien,776-30-51405-64-7,Maldives,Azerbaijani,"Tuesday, December 30, 0245",Carrefour,408,61.91,3.61,Thriller
590,Invisible Man,J. R. R. Tolkien,540-52-53250-02-1,South Africa,Nepali,"Tuesday, July 5, 1391",21st Century Fox,557,27.37,3.17,Musical
591,The Old Man and the Sea,T. S. Eliot,816-26-47441-11-7,Tanzania,Malaysian,"Tuesday, March 19, 0858",Coca-Cola Company,394,79.05,4.64,Drama
592,Oedipus,Ernest Hemingway,154-44-03326-46-6,Turkey,Ukrainian,"Sunday, December 22, 3101",Comcast,461,35.16,1.88,Crime
593,Lolita,Margaret Atwood,176-86-42865-56-1,Egypt,Japanese,"Saturday, August 6, 6118",Coca-Cola Company,227,76.38,3.28,Biography
594,War and Peace,Robert Frost,335-32-11404-81-2,"Sudan, South",Ukrainian,"Sunday, October 17, 9069",Telekom,365,59.48,3.80,Drama
595,Hamlet,Ray Bradbury,486-37-34201-40-7,Vatican City,Hakka,"Monday, March 7, 0338",ENEL,216,52.37,3.15,Adventure
596,Vanity Fair,Jules Verne,885-51-78075-37-1,Suriname,Vietnamese,"Tuesday, May 4, 1306",It Smart Group,176,50.32,3.95,Action
597,Emma,Carolyn Brown,502-70-53048-70-3,Haiti,Mandarin,"Thursday, November 20, 7366",ExxonMobil,406,31.45,4.24,Family
598,The Odyssey,Carlos Ruiz Zafon,685-54-84624-74-8,"Congo, Republic of the",Tamil,"Monday, July 25, 2461",Demaco,274,62.93,1.30,Comedy
599,Vanity Fair,Ralph Waldo Emerson,525-67-83522-43-8,Trinidad and Tobago,Pashto,"Tuesday, November 29, 2912",Mars,434,28.69,3.48,Biography
600,Moby Dick,Jack London,052-05-11070-60-4,Lithuania,French,"Monday, June 9, 0223",Boeing,233,67.89,3.67,Animation
601,Oedipus,F. Scott Fitzgerald,502-46-25684-67-2,Bhutan,Pashto,"Friday, November 28, 0403",Facebook,275,70.39,1.64,History
602,Gulliver's Travels,Ralph Waldo Emerson,663-83-64671-22-3,Nigeria,Belarusian,"Sunday, February 7, 6038",ExxonMobil,251,86.52,4.40,Adventure
603,The Canterbury Tales,Robert Frost,618-32-28217-34-7,Brunei,Romanian,"Saturday, January 20, 8485",Coca-Cola Company,426,81.45,4.79,Romance
604,The Canterbury Tales,Jules Verne,144-35-50528-81-2,Czech Republic,Fula,"Tuesday, August 27, 8086",Leadertech Consulting,415,70.36,2.67,Romance
605,The Scarlet Letter,Robert Frost,605-10-00620-82-5,Dominica,Tamil,"Tuesday, January 22, 5264",BuzzFeed,324,67.47,4.23,Animation
606,The Scarlet Letter,Flannery O'Connor,116-33-17236-01-6,Portugal,Hakka,"Tuesday, January 18, 3516",CarMax,212,85.30,2.41,History
607,One Hundred Years of Solitude,John Steinbeck,578-47-45125-83-6,Suriname,Wu,"Sunday, February 24, 3580",Zepter,212,20.73,3.66,Family
608,Tristram Shandy,Jane Austen,720-86-65575-22-0,Slovenia,Russian,"Friday, September 22, 4733",ExxonMobil,454,94.29,4.24,Musical
609,The Grapes of Wrath,J. K. Rowling,037-50-22058-60-6,Netherlands,Tamil,"Wednesday, January 17, 5776",Zepter,192,32.86,1.05,Animation
610,The Good Soldier,Mary Shelley,816-76-14376-17-1,Fiji,Serbo-Croatian,"Tuesday, April 26, 7672",Team Guard SRL,315,73.61,2.20,Biography
611,To the Lighthouse,Rachel Hollis,464-36-30317-24-8,Guinea-Bissau,Portuguese,"Monday, March 7, 5205",Coca-Cola Company,305,18.22,4.57,History
612,Gone With the Wind,Jane Austen,436-46-68017-07-8,Comoros,Sundanese,"Saturday, December 16, 0389",Vodafone,542,18.61,2.74,History
613,Madame Bovary,F. Scott Fitzgerald,467-37-67717-62-2,Hungary,Amharic,"Tuesday, December 9, 9321",Boeing,388,26.91,1.19,History
614,Wuthering Heights,Cormac McCarthy,726-31-45486-02-5,Mexico,Azerbaijani,"Monday, March 30, 1226",21st Century Fox,469,70.61,4.37,Animation
615,Tess of the d'Urbervilles,T. S. Eliot,771-33-30703-06-0,"Congo, Republic of the",French,"Tuesday, October 21, 0662",DynCorp,288,81.22,2.40,Crime
616,David Copperfield,Jin Yong,668-55-26145-71-6,Vietnam,Belarusian,"Monday, July 6, 3682",BuzzFeed,456,58.22,3.44,Adventure
617,The Grapes of Wrath,Carolyn Brown,570-36-81334-16-1,Sierra Leone,Dutch,"Thursday, August 13, 1750",Global Print,477,86.48,1.89,Thriller
618,Vanity Fair,Oscar Wilde,431-52-65644-47-7,Lebanon,Persian,"Monday, January 22, 3201",Areon Impex,179,14.59,2.94,Drama
619,Lord of the Flies,Nathaniel Hawthorne,374-84-07035-33-1,Kenya,Ukrainian,"Wednesday, August 16, 5071",Danone,536,24.20,2.04,Comedy
620,Alice Adventures in Wonderland,Carlos Ruiz Zafon,765-54-72604-27-7,Latvia,French,"Thursday, November 7, 4289",Team Guard SRL,337,17.90,3.31,Crime
621,To Kill a Mockingbird,Herman Melville,508-08-31587-83-4,Kiribati,English,"Thursday, March 3, 0044",Coca-Cola Company,250,79.41,3.73,Horror
622,The Great Gatsby,Nathaniel Hawthorne,782-30-01052-83-6,"Korea, South",Malaysian,"Sunday, August 20, 1595",AECOM,409,90.66,3.80,Musical
623,Hamlet,Guillaume Musso,512-83-47054-23-6,China,Urdu,"Friday, July 9, 6906",Amazon.com,297,32.29,2.24,Comedy
624,Don Quixote,Barbara Cartland,245-10-23388-02-3,Tonga,Tamil,"Tuesday, May 15, 8863",Danone,377,97.06,4.51,Crime
625,The Sun Also Rises,Ralph Waldo Emerson,886-72-86081-34-0,Mauritania,Swedish,"Sunday, February 12, 7217",BuzzFeed,445,46.28,4.73,Adventure
626,Vanity Fair,Mark Twain,466-87-04012-84-6,Tajikistan,French,"Wednesday, August 8, 9488",Demaco,279,40.12,2.63,Animation
627,Paradise Lost,J. K. Rowling,660-24-35233-50-3,France,Hakka,"Thursday, February 2, 5330",Team Guard SRL,349,39.11,2.99,Musical
628, Oedipus at Colonus,Jin Yong,522-13-03415-83-8,Zambia,Sundanese,"Thursday, March 26, 4663",Biolife Grup,496,62.33,3.53,Comedy
629,Hamlet,Mark Twain,562-62-46104-62-2,Seychelles,Somali,"Friday, May 2, 4983",Mars,485,67.71,1.60,Sci-Fi
630,Les Misérables,Franz Kafka,865-80-07421-04-0,Liechtenstein,Urdu,"Saturday, May 10, 1862",Mars,261,85.59,4.19,Biography
631,In Search of Lost Time,Alexander Pushkin,821-71-62377-22-2,Cambodia,Mandarin,"Monday, June 27, 8433",Metro Cash&Carry,274,57.71,3.12,Action
632,The Flowers of Evil,William Shakespeare,076-64-74002-22-1,Denmark,Gan Chinese,"Thursday, April 20, 5167",Apple Inc.,431,77.19,2.59,Romance
633,Lolita,Carlos Ruiz Zafon,536-58-12005-74-3,Guinea-Bissau,Japanese,"Tuesday, November 13, 3674",Global Print,254,27.15,1.09,History
634,To the Lighthouse,Ralph Waldo Emerson,531-30-03546-38-6,Mauritius,Malaysian,"Saturday, October 8, 9701",UPC,552,84.84,1.85,Sci-Fi
635,The Scarlet Letter,Ernest Hemingway,254-56-83644-32-6,Antigua and Barbuda,Czech,"Saturday, April 4, 7654",Areon Impex,468,26.82,1.41,Horror
636,Vanity Fair,C.S. Lewis,484-57-03727-16-7,Japan,English,"Thursday, April 22, 8004",ExxonMobil,559,16.17,3.87,Biography
637,War and Peace,John Steinbeck,731-74-51487-46-7,Kuwait,English,"Tuesday, December 4, 2317",Coca-Cola Company,441,11.46,3.16,Animation
638,The Sound and the Fury,Cormac McCarthy,686-43-20753-21-5,Monaco,Hindi,"Tuesday, March 16, 8055",CarMax,399,94.38,1.19,Animation
639,To the Lighthouse,Guillaume Musso,836-87-67008-25-8,Laos,Greek,"Wednesday, February 9, 7684",Zepter,243,69.55,1.64,Musical
640,Tess of the d'Urbervilles,Rachel Hollis,563-67-18162-37-1,Namibia,Chinese,"Monday, July 16, 2001",Areon Impex,308,65.45,2.19,Drama
641,War and Peace,Jane Austen,752-87-83354-66-6,Tuvalu,Sindhi,"Saturday, January 19, 2869",Apple Inc.,540,41.24,1.81,Fantasy
642,One Thousand and One Nights,Franz Kafka,205-14-52004-81-3,Suriname,Sundanese,"Tuesday, January 31, 3308",Areon Impex,387,24.84,3.11,Biography
643,Great Expectations,Stephen King,301-84-41585-20-0,Malta,Spanish,"Tuesday, June 5, 9979",Demaco,487,92.63,3.72,Comedy
644,To the Lighthouse,William Shakespeare,100-22-76820-58-1,Monaco,Fula,"Thursday, February 29, 9680",Demaco,529,85.92,3.35,Thriller
645,Oedipus,Cormac McCarthy,351-00-03858-72-2,Argentina,Swedish,"Thursday, August 17, 6293",Boeing,368,69.53,3.60,Musical
646,The Canterbury Tales,Ralph Waldo Emerson,038-40-25675-80-4,Comoros,Amharic,"Sunday, September 24, 0665",Biolife Grup,232,36.87,2.33,Horror
647,Invisible Man,Nathaniel Hawthorne,053-18-07203-18-6,Syria,Yue,"Tuesday, August 21, 2198",CarMax,300,51.37,4.51,Action
648,Moby Dick,C.S. Lewis,441-13-76216-14-6,Cuba,Nepali,"Monday, August 13, 8992",Vodafone,362,68.33,4.57,Fantasy
649,Vanity Fair,Edith Wharton,146-37-07418-57-2,Israel,Russian,"Friday, February 11, 2839",Global Print,348,51.45,1.61,Fantasy
650,Nineteen Eighty Four,Guillaume Musso,115-33-00606-55-2,Cyprus,Italian,"Tuesday, January 21, 5417",Amazon.com,403,13.70,3.63,Crime
651,Don Quixote,Bella Forrest,057-76-82821-31-5,Liechtenstein,Mandarin,"Wednesday, April 23, 5186",Areon Impex,471,91.29,3.08,Sci-Fi
652,The Scarlet Letter,Margaret Atwood,486-28-25486-82-1,Finland,Romanian,"Thursday, July 21, 6242",Vodafone,508,26.52,4.08,Family
653,Pride and Prejudice,Jin Yong,227-26-14330-22-6,Gabon,Tamil,"Friday, February 15, 4593",Coca-Cola Company,440,69.85,2.06,Adventure
654,Les Misérables,Mark Twain,372-62-42685-40-2,Uganda,German,"Tuesday, April 30, 5737",Team Guard SRL,415,15.15,2.49,Fantasy
655,Tristram Shandy,Dr. Seuss,332-67-10575-01-3,Ukraine,English,"Saturday, June 9, 1990",Boeing,353,35.98,1.57,Romance
656,Oedipus,Mark Twain,682-20-52527-21-7,Panama,Swedish,"Wednesday, January 17, 8300",Mars,399,95.01,4.25,Action
657,The Canterbury Tales,Jin Yong,321-53-68836-17-5,Swaziland,Vietnamese,"Monday, December 2, 4672",Boeing,402,23.02,2.39,Fantasy
658,The Flowers of Evil,Nathaniel Hawthorne,830-44-11066-61-6,Greece,Korean,"Monday, January 27, 2279",Facebook,198,58.58,3.57,Biography
659,In Search of Lost Time,Edgar Allan Poe,272-38-10065-23-6,Libya,Portuguese,"Friday, July 1, 6321",DynCorp,438,80.20,2.80,Crime
660,The Lord of The Rings,Ernest Hemingway,638-15-87732-25-6,Papua New Guinea,English,"Friday, September 17, 4799",Global Print,474,94.86,3.22,Drama
661,The Good Soldier,Cormac McCarthy,575-74-52361-67-8,Swaziland,German,"Thursday, September 16, 4894",Team Guard SRL,291,74.80,1.13,Sci-Fi
662,The Metamorphosis,Guillaume Musso,418-83-32563-10-2,Georgia,Polish,"Thursday, November 26, 4595",Boeing,461,43.08,3.62,History
663,Don Quixote,Robert Frost,056-00-38427-45-5,Kosovo,Japanese,"Tuesday, January 28, 2138",Vodafone,555,40.98,4.09,Thriller
664,Game of Thrones,Jin Yong,122-82-35060-07-1,Italy,Romanian,"Wednesday, June 20, 2096",Danone,400,87.29,3.43,Horror
665,Gulliver's Travels,Kurt Vonnegut,568-22-73844-22-0,Zambia,Dutch,"Thursday, January 3, 3664",Mars,218,79.28,2.52,Fantasy
666,In Search of Lost Time,Edgar Allan Poe,864-34-84807-43-7,Italy,Italian,"Wednesday, March 29, 1826",Boeing,315,93.70,2.88,Romance
667,In Search of Lost Time,Stephenie Meyer,356-32-10788-70-2,Eritrea,Gan Chinese,"Sunday, April 18, 1047",BuzzFeed,198,19.92,3.87,Drama
668,The Divine Comedy,Danielle Steel,814-23-54301-16-1,Mali,German,"Tuesday, November 16, 4545",Boeing,416,63.71,1.28,Animation
669,Ulysses,Mark Twain,614-52-07644-65-8,Cambodia,Belarusian,"Thursday, February 27, 4048",Team Guard SRL,529,51.34,4.07,Adventure
670,Vanity Fair,Ray Bradbury,418-67-16765-41-0,Haiti,Persian,"Sunday, September 19, 6438",Mars,391,37.77,1.94,Animation
671,Tristram Shandy,Agatha Christie,754-15-32258-76-1,Chile,Turkish,"Wednesday, August 27, 8803",ENEL,384,73.57,1.17,Animation
672,The Odyssey,Walt Whitman,387-16-48112-46-1,Uruguay,Thai,"Thursday, January 3, 3124",Apple Inc.,422,89.35,2.52,Fantasy
673,David Copperfield,Margaret Atwood,030-85-07515-06-1,Turkey,Portuguese,"Saturday, June 20, 4314",Amazon.com,417,32.05,1.07,Comedy
674,Gone With the Wind,Leo Tolstoy,436-76-70625-00-6,Trinidad and Tobago,Wu,"Friday, December 11, 4268",Carrefour,217,92.35,1.68,Thriller
675,Gone With the Wind,Alexandre Dumas,287-04-21681-83-4,Bahrain,Wu,"Wednesday, May 6, 4409",Vodafone,223,66.96,1.34,Comedy
676,Tristram Shandy,Dr. Seuss,051-02-24360-53-2,Ecuador,Malaysian,"Sunday, October 17, 8900",Danone,482,91.80,2.57,History
677,War and Peace,Kurt Vonnegut,866-08-46308-11-4,Sierra Leone,Polish,"Sunday, September 26, 2776",ExxonMobil,239,16.11,3.83,Biography
678,The Sound and the Fury,Margaret Atwood,653-86-73825-47-5,The Gambia,Japanese,"Wednesday, May 2, 1370",CarMax,234,56.89,3.43,Musical
679,One Hundred Years of Solitude,Barbara Cartland,511-55-45442-46-3,Nepal,Punjabi,"Tuesday, April 22, 0347",Danone,283,97.05,2.73,Musical
680,Pride and Prejudice,Agatha Christie,664-72-42138-10-3,"Korea, North",Turkish,"Wednesday, December 30, 2944",Apple Inc.,379,87.43,2.71,History
681,The Metamorphosis,Henry James,077-74-36675-38-4,Grenada,Turkish,"Monday, June 18, 4007",CarMax,287,77.26,4.25,Animation
682,Lolita,Jules Verne,210-87-50402-40-5,Paraguay,English,"Friday, October 8, 4258",Facebook,242,12.34,3.68,Animation
683,Great Expectations,Mark Twain,585-85-74544-07-7,Azerbaijan,Amharic,"Saturday, September 8, 6553",Comcast,272,84.48,3.76,Adventure
684,David Copperfield,Herman Melville,742-12-67165-36-3,Grenada,Azerbaijani,"Friday, September 9, 9003",CarMax,449,71.13,1.23,Fantasy
685, Oedipus at Colonus,C.S. Lewis,481-51-27028-40-3,Australia,Azerbaijani,"Sunday, March 24, 9067",Metro Cash&Carry,543,61.05,3.20,Drama
686,The Sun Also Rises,Jin Yong,218-25-05747-40-0,Kenya,Ukrainian,"Tuesday, November 27, 6514",UPC,484,30.84,2.98,Drama
687,The Odyssey,Barbara Cartland,833-46-66082-42-5,Algeria,Malaysian,"Sunday, March 15, 3570",Danone,544,45.24,2.07,Adventure
688,Wuthering Heights,Jack London,342-81-67040-32-0,Bangladesh,Italian,"Friday, November 16, 2401",Facebook,477,53.26,1.30,Thriller
689,The Brothers Karamazov ,Stephen King,183-63-56484-07-1,Kyrgyzstan,Azerbaijani,"Friday, February 8, 2126",Comcast,442,10.09,3.13,Animation
690,Les Misérables,Jules Verne,126-46-37455-83-7,Zimbabwe,Amharic,"Tuesday, May 26, 8476",Erickson,410,14.54,1.69,Action
691,The Sound and the Fury,Paulo Coelo,765-63-72675-07-5,Bhutan,Greek,"Thursday, October 28, 9362",ENEL,440,31.45,1.19,Fantasy
692,The Magic Mountain,Margaret Atwood,636-14-55802-00-8,Cameroon,Belarusian,"Tuesday, March 29, 6642",21st Century Fox,351,64.11,1.09,Sci-Fi
693,The Sun Also Rises,Dr. Seuss,244-35-08378-20-6,Cameroon,Serbo-Croatian,"Wednesday, March 31, 8804",Coca-Cola Company,253,80.10,3.31,Adventure
694,Oedipus,Jack London,260-10-06466-38-5,Lebanon,Hindi,"Friday, October 19, 0564",DynCorp,443,31.44,3.96,Comedy
695,To the Lighthouse,Cormac McCarthy,380-43-80071-86-8,New Zealand,Uzbek,"Monday, April 11, 8946",Leadertech Consulting,551,13.29,3.52,Horror
696,Vanity Fair,Jack London,241-55-20658-46-5,Uzbekistan,Romanian,"Friday, March 6, 0820",21st Century Fox,194,59.54,2.11,Musical
697,One Hundred Years of Solitude,Ernest Hemingway,530-44-87302-06-3,Myanmar,Romanian,"Wednesday, March 6, 1602",21st Century Fox,497,28.91,3.03,Romance
698,Hamlet,Nathaniel Hawthorne,864-66-60270-25-8,United Arab Emirates,Russian,"Friday, March 1, 4047",Telekom,296,44.42,3.90,Family
699,Gone With the Wind,Carlos Ruiz Zafon,434-38-03273-86-3,Lithuania,Bengali,"Sunday, June 14, 9542",Areon Impex,235,55.96,4.26,History
700,To the Lighthouse,Harper Lee,287-41-56458-67-4,Finland,Tamil,"Tuesday, December 18, 3962",Apple Inc.,203,52.17,3.93,Animation
701,Emma,Carolyn Brown,350-45-78743-56-1,Brazil,Somali,"Wednesday, August 17, 3887",Metro Cash&Carry,544,60.54,1.09,Crime
702,Madame Bovary,Guillaume Musso,725-43-71871-15-6,Zambia,Serbo-Croatian,"Sunday, April 26, 8978",Erickson,217,80.94,2.16,Musical
703,The Great Gatsby,Rachel Hollis,004-53-10170-33-5,Bhutan,Dutch,"Thursday, May 21, 4911",Vodafone,432,67.43,2.92,Romance
704,Oedipus,Danielle Steel,212-46-28765-25-6,Bolivia,Thai,"Monday, May 21, 5477",Mars,275,50.09,2.17,Musical
705,The Canterbury Tales,Cormac McCarthy,585-13-07568-62-4,Lebanon,Yue,"Friday, August 28, 7474",CarMax,392,89.27,1.47,Fantasy
706,Gargantua and Pantagruel,Robert Frost,082-81-42681-15-7,Trinidad and Tobago,Japanese,"Thursday, February 27, 3220",Biolife Grup,424,41.87,1.25,Romance
707,Tess of the d'Urbervilles,J. R. R. Tolkien,646-42-05756-18-3,Bosnia and Herzegovina,Hindi,"Sunday, March 23, 3502",It Smart Group,206,95.11,1.66,Romance
708,The Scarlet Letter,G.R.R. Martin,026-85-50435-37-7,USA,Chinese,"Thursday, January 27, 3183",AECOM,379,56.08,2.01,Thriller
709,The Handmaid's Tale,Bella Forrest,357-06-86301-37-0,Armenia,Serbo-Croatian,"Tuesday, February 21, 3217",Carrefour,258,81.77,2.92,Drama
710,Anna Karenina,Harper Lee,128-78-20772-08-2,Mongolia,Romanian,"Monday, November 18, 1726",It Smart Group,413,77.85,3.40,Comedy
711,In Search of Lost Time,Harper Lee,741-06-01614-77-2,Bosnia and Herzegovina,English,"Wednesday, May 30, 1770",Boeing,393,63.42,2.28,Adventure
712,The Brothers Karamazov ,F. Scott Fitzgerald,434-46-48318-11-1,Vanuatu,Belarusian,"Saturday, October 25, 3727",AECOM,277,70.27,4.76,Drama
713,The Grapes of Wrath,Jane Austen,066-61-62603-17-1,Iceland,Belarusian,"Monday, December 14, 3491",Carrefour,393,14.83,3.18,Sci-Fi
714,Don Quixote,C.S. Lewis,046-04-52424-03-1,Nigeria,Spanish,"Thursday, September 3, 3068",It Smart Group,429,93.71,1.03,Horror
715,Oedipus,Alexander Pushkin,704-65-46551-24-7,Madagascar,Assamese,"Wednesday, October 26, 7555",Erickson,477,57.32,1.14,Adventure
716,Don Quixote,Margaret Atwood,748-58-25183-75-5,Brunei,Turkish,"Thursday, January 3, 2458",Carrefour,495,95.72,5.00,Sci-Fi
717,The Scarlet Letter,Doris Lessing,634-53-47116-54-8,Swaziland,Portuguese,"Wednesday, November 28, 0840",Danone,507,16.32,2.70,Adventure
718,Wuthering Heights,Guillaume Musso,715-40-24571-20-7,Senegal,Sindhi,"Thursday, September 13, 0790",Amazon.com,244,67.38,3.67,Romance
719,Madame Bovary,Tennessee Williams,018-21-02810-46-3,Guinea,Romanian,"Sunday, December 13, 1914",Global Print,567,31.11,4.93,Sci-Fi
720,War and Peace,Oscar Wilde,777-87-74528-77-2,Bosnia and Herzegovina,French,"Tuesday, March 20, 1646",Coca-Cola Company,335,27.79,4.87,Romance
721,War and Peace,Guillaume Musso,083-63-11215-85-6,Madagascar,Vietnamese,"Thursday, April 28, 9616",BuzzFeed,285,94.71,2.93,Animation
722,Lolita,Dr. Seuss,070-51-55351-40-8,France,French,"Wednesday, December 14, 6253",Boeing,299,84.15,2.14,Thriller
723,Gone With the Wind,Margaret Atwood,287-63-42252-30-0,Solomon Islands,Somali,"Monday, October 14, 7067",Biolife Grup,561,17.94,4.31,Horror
724,Emma,Herman Melville,654-40-31626-53-3,Dominica,Belarusian,"Sunday, October 31, 2320",Boeing,360,49.47,1.79,Horror
